Day,Hour,Weekend,Weather,Temperature,Humidity,Cloudiness,Event,Holiday,Festival,Season,Offer,Footfall,CrowdDensity,Ratings,Cuisine,Traffic,Parking,ParkingDistance_m,NearbyAttractions,AirQuality_AQI,User_Max_Crowd,User_Noise_Tolerance,User_Preferred_Temp,User_Preferred_Humidity,User_Accessibility,User_Seating,Comfort
Saturday,11,1,Overcast,31.7,39.3,Cloudy,0,0,0,Summer,1,35,Medium,4.2,SouthIndian,Medium,Available,90.2,Mall,182,24,Medium,24.8,36.8,Yes,Indoor,Moderate
Sunday,15,1,Rainy,24.0,39.2,Partly Cloudy,0,0,1,Monsoon,0,44,High,4.0,Italian,Medium,Available,69.8,Cinema,72,48,Low,27.6,41.8,Yes,Booth,Noisy
Tuesday,18,0,Normal,33.3,49.4,Cloudy,0,0,0,Summer,1,37,Medium,3.8,Chinese,High,Limited,183.9,Cinema,166,44,Medium,25.8,41.1,No,Indoor,Noisy
Wednesday,12,0,Overcast,31.6,33.1,Cloudy,0,0,0,Winter,0,35,Medium,4.6,Bakery,Medium,Limited,117.6,Park,95,58,Medium,22.3,67.5,Yes,Outdoor,Moderate
Tuesday,15,0,Normal,20.4,85.9,Partly Cloudy,0,0,0,Monsoon,0,34,Medium,3.9,Cafe,Low,Available,143.0,School,96,59,High,27.9,61.1,No,Booth,Noisy
Sunday,12,1,Hot,32.1,66.9,Partly Cloudy,1,0,0,Winter,0,39,Medium,4.7,FastFood,Medium,Limited,11.4,Park,139,45,Low,29.8,41.9,Yes,Outdoor,Moderate
Saturday,18,1,Normal,24.1,69.7,Partly Cloudy,0,0,0,Monsoon,1,39,Medium,3.8,FastFood,Low,Available,158.8,Mall,172,35,High,26.5,60.0,Yes,Window,Moderate
Monday,8,0,Cloudy,21.0,59.4,Sunny,0,0,1,Winter,0,26,Medium,4.2,Cafe,Medium,Limited,191.3,Park,168,23,Low,26.9,66.0,No,Window,Moderate
Thursday,22,0,Hot,30.7,64.4,Overcast,0,0,0,Summer,0,36,Medium,3.6,Chinese,High,Limited,89.0,Cinema,132,36,Low,29.7,56.8,Yes,Window,Noisy
Sunday,20,1,Normal,28.6,51.5,Cloudy,1,0,0,Winter,0,53,High,4.3,Bakery,Low,Available,102.5,Park,116,30,Low,25.5,59.0,Yes,Outdoor,Noisy
Monday,15,0,Rainy,21.2,77.0,Overcast,0,0,0,Winter,0,35,Medium,4.3,FastFood,Low,Available,197.8,Cinema,142,25,High,22.9,53.3,Yes,Window,Noisy
Sunday,22,1,Rainy,26.8,49.1,Sunny,0,1,0,Summer,0,59,High,4.3,Cafe,Medium,Available,38.2,None,193,36,Low,27.1,47.5,Yes,Booth,Overloaded
Thursday,12,0,Normal,25.4,43.2,Sunny,0,0,1,Winter,0,32,Medium,4.9,Italian,Low,Available,178.0,Cinema,118,55,Low,27.2,52.4,No,Outdoor,Moderate
Tuesday,18,0,Normal,27.5,41.0,Cloudy,0,0,0,Monsoon,1,40,High,3.9,Bakery,Medium,Available,55.6,Mall,173,51,Medium,23.1,65.1,Yes,Window,Noisy
Tuesday,16,0,Normal,28.5,34.1,Cloudy,0,0,1,Winter,1,39,Medium,4.1,Chinese,High,Available,124.7,Mall,84,18,Medium,27.6,63.0,No,Window,Noisy
Sunday,10,1,Normal,25.5,60.3,Overcast,1,1,0,Monsoon,0,42,High,4.6,Chinese,Medium,Limited,191.8,Office,147,16,High,23.8,65.6,No,Booth,Noisy
Thursday,9,0,Normal,23.8,55.0,Overcast,1,0,0,Monsoon,1,25,Medium,4.9,Italian,Medium,Available,182.4,Office,89,42,Medium,23.6,43.1,No,Indoor,Moderate
Wednesday,15,0,Rainy,21.5,62.2,Partly Cloudy,0,0,0,Monsoon,0,39,Medium,3.6,SouthIndian,High,Available,146.9,Mall,196,47,Low,27.6,58.4,No,Indoor,Noisy
Wednesday,13,0,Rainy,28.6,35.5,Overcast,1,0,0,Winter,0,38,Medium,4.9,Italian,Medium,Limited,89.4,Mall,58,26,Low,26.7,43.9,No,Outdoor,Moderate
Sunday,17,1,Normal,30.8,43.3,Overcast,0,0,0,Monsoon,1,36,Medium,4.8,SouthIndian,Medium,Available,156.5,Cinema,133,30,Low,27.8,50.8,No,Indoor,Moderate
Sunday,12,1,Rainy,23.4,42.8,Sunny,1,0,0,Summer,0,46,High,4.6,Chinese,Medium,Available,130.0,Mall,86,33,Medium,23.4,67.8,Yes,Window,Noisy
Sunday,18,1,Normal,27.6,49.9,Overcast,0,0,0,Summer,0,43,High,4.1,Italian,Medium,Available,145.2,School,73,48,High,24.8,59.7,Yes,Outdoor,Noisy
Tuesday,14,0,Overcast,20.7,51.6,Partly Cloudy,1,0,0,Monsoon,0,37,Medium,3.9,Bakery,Low,Full,162.0,Park,180,13,Low,23.3,63.7,No,Window,Noisy
Tuesday,19,0,Hot,32.9,43.1,Overcast,0,0,0,Monsoon,0,31,Medium,4.8,Italian,Medium,Limited,80.9,Mall,166,34,Low,23.3,32.1,Yes,Outdoor,Moderate
Monday,12,0,Normal,23.7,75.2,Cloudy,0,0,0,Winter,0,30,Medium,4.0,SouthIndian,Low,Available,10.5,Cinema,147,41,Medium,25.3,35.7,No,Window,Noisy
Saturday,15,1,Normal,27.1,61.8,Partly Cloudy,0,0,0,Summer,0,37,Medium,4.0,SouthIndian,High,Available,101.7,Office,191,10,Low,23.7,47.6,Yes,Outdoor,Noisy
Tuesday,21,0,Hot,25.7,89.8,Cloudy,0,0,0,Monsoon,1,36,Medium,3.7,Italian,Low,Available,166.6,Cinema,111,13,Medium,24.4,53.4,Yes,Booth,Noisy
Thursday,12,0,Rainy,22.3,79.4,Sunny,0,0,0,Winter,0,29,Medium,3.9,Cafe,High,Available,105.2,Cinema,76,11,Low,29.9,59.2,Yes,Indoor,Overloaded
Wednesday,11,0,Hot,34.0,88.9,Partly Cloudy,0,0,0,Summer,1,25,Medium,4.2,Bakery,Medium,Available,50.1,Mall,150,48,High,28.8,54.4,No,Indoor,Noisy
Wednesday,14,0,Normal,32.9,30.5,Partly Cloudy,1,0,0,Winter,0,30,Medium,3.8,Bakery,Medium,Limited,73.2,Office,63,51,Low,26.9,65.9,Yes,Outdoor,Moderate
Sunday,21,1,Hot,28.3,70.1,Overcast,0,0,0,Winter,0,39,Medium,3.8,Bakery,Medium,Available,135.1,None,190,51,Medium,29.3,63.8,Yes,Outdoor,Moderate
Monday,15,0,Normal,33.7,56.7,Partly Cloudy,0,0,0,Winter,0,33,Medium,4.9,Bakery,Low,Available,149.9,Park,96,46,High,27.0,63.5,No,Booth,Moderate
Sunday,9,1,Rainy,31.1,84.3,Sunny,0,0,1,Summer,0,31,Medium,3.9,SouthIndian,Medium,Available,105.9,School,162,29,High,26.5,62.8,No,Window,Noisy
Wednesday,11,0,Overcast,26.3,66.8,Sunny,0,0,0,Winter,1,33,Medium,4.4,FastFood,Low,Available,110.9,Park,80,18,High,26.6,42.0,No,Outdoor,Moderate
Wednesday,14,0,Rainy,24.8,67.3,Sunny,1,0,0,Summer,1,36,Medium,3.7,SouthIndian,High,Available,179.0,None,170,29,High,24.7,51.6,No,Indoor,Noisy
Saturday,17,1,Hot,26.2,87.5,Partly Cloudy,0,0,0,Summer,0,39,Medium,3.8,Chinese,Low,Available,198.8,None,94,43,Medium,25.1,55.6,Yes,Outdoor,Noisy
Friday,13,0,Hot,30.8,71.0,Partly Cloudy,0,0,0,Monsoon,1,23,Medium,3.9,SouthIndian,Low,Limited,126.4,Park,66,47,Medium,29.4,66.3,No,Window,Comfortable
Thursday,17,0,Rainy,24.1,49.3,Overcast,0,1,0,Summer,0,44,High,3.6,FastFood,Low,Limited,126.3,School,167,26,High,25.3,48.1,No,Booth,Noisy
Saturday,12,1,Normal,21.2,85.0,Sunny,0,0,0,Summer,1,32,Medium,4.3,Italian,Low,Available,92.6,None,105,21,High,25.5,33.3,Yes,Booth,Noisy
Sunday,19,1,Normal,25.6,86.7,Overcast,0,0,1,Summer,0,43,High,4.3,Chinese,High,Available,190.5,School,100,13,Medium,24.4,30.6,No,Indoor,Overloaded
Friday,12,0,Overcast,27.5,53.2,Sunny,0,0,0,Winter,1,26,Medium,3.8,FastFood,Low,Available,162.1,Cinema,163,28,Low,24.6,43.1,No,Outdoor,Moderate
Wednesday,8,0,Hot,33.5,62.4,Overcast,0,0,0,Summer,1,16,Low,4.4,Chinese,Medium,Available,96.4,Mall,105,34,Medium,24.1,53.2,Yes,Booth,Calm
Monday,21,0,Hot,22.7,47.0,Cloudy,1,0,0,Monsoon,1,45,High,3.6,SouthIndian,Low,Limited,146.6,None,194,34,Medium,29.2,42.0,No,Booth,Noisy
Monday,18,0,Rainy,32.1,84.7,Cloudy,0,0,0,Monsoon,0,40,High,4.8,Bakery,Medium,Limited,114.0,Park,199,53,Low,29.4,68.6,No,Indoor,Overloaded
Wednesday,14,0,Hot,34.7,79.3,Sunny,0,1,0,Summer,1,34,Medium,4.3,SouthIndian,Medium,Limited,112.4,Mall,97,27,Medium,28.0,67.0,Yes,Outdoor,Noisy
Tuesday,12,0,Rainy,34.3,52.5,Overcast,0,1,0,Monsoon,0,36,Medium,3.8,Cafe,Low,Available,153.6,Cinema,57,60,Low,24.5,62.4,Yes,Window,Moderate
Friday,8,0,Normal,21.0,78.2,Partly Cloudy,0,0,0,Summer,0,22,Medium,4.2,Chinese,Low,Available,18.5,None,133,57,Medium,24.1,61.6,Yes,Outdoor,Noisy
Wednesday,17,0,Rainy,27.0,56.7,Partly Cloudy,0,0,0,Monsoon,1,43,High,4.7,Italian,Low,Limited,73.2,Office,96,45,High,22.6,61.8,No,Booth,Noisy
Monday,21,0,Rainy,24.2,32.6,Partly Cloudy,1,0,0,Summer,0,52,High,4.1,Cafe,Medium,Limited,87.4,Park,94,49,Low,29.2,38.2,No,Window,Overloaded
Monday,18,0,Hot,32.7,83.9,Overcast,0,0,0,Winter,0,36,Medium,3.9,Chinese,Medium,Limited,129.1,School,89,37,Low,26.9,49.9,No,Outdoor,Noisy
Friday,20,0,Normal,24.9,41.6,Cloudy,0,1,0,Winter,1,42,High,4.9,SouthIndian,High,Limited,160.4,Cinema,197,37,Medium,25.2,65.0,Yes,Window,Overloaded
Thursday,19,0,Rainy,28.3,60.8,Partly Cloudy,0,0,0,Winter,0,41,High,4.1,Italian,Low,Limited,100.2,School,195,41,High,29.4,50.9,Yes,Indoor,Overloaded
Wednesday,8,0,Normal,20.1,86.9,Sunny,0,0,0,Monsoon,0,22,Medium,4.2,Bakery,Medium,Available,176.9,Office,104,36,High,26.7,45.6,Yes,Window,Noisy
Saturday,22,1,Cloudy,23.0,40.0,Cloudy,0,0,0,Monsoon,0,51,High,3.7,Cafe,Medium,Available,186.5,Mall,155,13,Low,28.0,50.9,No,Window,Noisy
Sunday,17,1,Normal,28.5,87.4,Sunny,0,0,0,Winter,1,41,High,4.2,FastFood,Medium,Limited,183.7,Mall,93,30,Medium,23.9,33.3,No,Outdoor,Overloaded
Wednesday,19,0,Normal,24.6,62.3,Overcast,0,0,0,Monsoon,1,37,Medium,4.9,Chinese,Low,Available,125.7,School,75,60,High,27.6,59.0,Yes,Booth,Moderate
Thursday,15,0,Normal,29.3,30.4,Partly Cloudy,1,0,0,Winter,0,35,Medium,4.6,Italian,Medium,Limited,53.9,Cinema,159,37,High,28.9,55.5,No,Window,Moderate
Friday,21,0,Normal,27.0,33.9,Sunny,0,0,0,Summer,0,39,Medium,4.9,Bakery,Low,Available,69.9,Mall,133,26,High,24.2,38.4,No,Indoor,Moderate
Friday,22,0,Rainy,28.9,70.2,Overcast,0,1,0,Winter,1,51,High,3.7,Bakery,Medium,Available,122.3,Mall,199,20,High,25.6,50.1,No,Booth,Overloaded
Monday,22,0,Normal,27.4,76.4,Partly Cloudy,0,1,0,Summer,0,48,High,4.8,Bakery,Medium,Available,95.4,Cinema,69,10,Medium,23.8,60.1,Yes,Window,Overloaded
Thursday,12,0,Hot,31.6,81.9,Overcast,0,0,0,Summer,1,26,Medium,4.2,Bakery,Low,Available,67.1,None,127,60,High,29.0,64.0,No,Window,Noisy
Friday,20,0,Cloudy,22.9,55.5,Sunny,1,0,0,Summer,0,39,Medium,3.6,SouthIndian,Low,Available,133.9,Cinema,110,29,Low,29.0,34.6,Yes,Indoor,Moderate
Tuesday,20,0,Cloudy,33.5,36.2,Cloudy,0,0,0,Monsoon,0,35,Medium,3.7,Chinese,Low,Available,17.4,School,191,30,Low,24.1,33.3,No,Outdoor,Moderate
Wednesday,11,0,Hot,31.4,62.3,Sunny,0,1,0,Monsoon,0,28,Medium,3.9,SouthIndian,Low,Available,53.6,Mall,190,37,High,26.2,39.8,Yes,Booth,Moderate
Monday,17,0,Normal,23.7,72.2,Sunny,0,0,0,Monsoon,1,35,Medium,4.5,Cafe,Low,Limited,181.8,Cinema,86,33,Low,27.4,69.4,Yes,Window,Moderate
Saturday,20,1,Normal,20.1,88.6,Cloudy,0,0,0,Winter,0,44,High,5.0,FastFood,Medium,Limited,58.3,School,110,41,Low,27.3,49.7,No,Outdoor,Overloaded
Thursday,13,0,Normal,26.2,76.5,Overcast,0,0,0,Winter,0,26,Medium,4.7,Italian,Low,Available,60.4,Office,92,58,Low,26.5,51.6,Yes,Indoor,Noisy
Monday,11,0,Normal,23.5,68.8,Overcast,1,0,0,Summer,1,24,Medium,4.6,Italian,Medium,Available,110.8,Office,133,38,Medium,23.2,41.0,Yes,Window,Moderate
Friday,18,0,Rainy,25.2,86.4,Sunny,0,0,0,Monsoon,0,35,Medium,3.8,FastFood,High,Limited,17.7,Park,143,31,Medium,22.4,66.7,No,Booth,Overloaded
Sunday,11,1,Rainy,32.6,74.8,Sunny,1,0,0,Summer,0,34,Medium,3.6,Italian,Medium,Full,190.9,Cinema,112,44,High,24.6,53.1,No,Booth,Noisy
Friday,17,0,Normal,33.2,39.2,Overcast,0,0,1,Summer,0,39,Medium,3.7,Bakery,High,Available,95.4,Park,197,11,High,25.4,65.5,No,Outdoor,Noisy
Saturday,12,1,Normal,34.3,57.6,Cloudy,0,0,0,Monsoon,0,34,Medium,4.0,Italian,Low,Available,85.4,School,188,46,Low,26.8,30.9,No,Window,Moderate
Saturday,18,1,Cloudy,20.0,49.9,Partly Cloudy,0,0,0,Monsoon,0,42,High,4.2,SouthIndian,Low,Limited,91.7,Mall,102,38,Medium,25.8,61.8,No,Window,Noisy
Saturday,20,1,Normal,29.9,35.3,Cloudy,0,1,0,Summer,0,48,High,4.6,SouthIndian,Medium,Limited,192.1,Cinema,131,60,High,29.5,56.3,No,Booth,Noisy
Saturday,19,1,Normal,32.7,33.3,Sunny,1,1,0,Winter,0,54,High,4.5,Cafe,High,Full,162.5,Office,192,29,Low,29.9,64.7,No,Booth,Overloaded
Saturday,20,1,Hot,30.9,77.7,Overcast,0,0,1,Monsoon,0,49,High,3.6,Bakery,Medium,Available,62.0,Park,128,59,Low,27.4,63.7,No,Outdoor,Overloaded
Tuesday,18,0,Hot,21.6,63.5,Cloudy,0,0,0,Winter,0,38,Medium,4.5,Italian,Medium,Available,164.7,Office,118,30,High,26.3,52.9,Yes,Outdoor,Moderate
Wednesday,18,0,Rainy,27.9,64.5,Sunny,0,0,0,Winter,1,37,Medium,4.8,Chinese,Medium,Available,113.8,Office,156,24,High,28.2,63.8,Yes,Outdoor,Noisy
Thursday,21,0,Rainy,23.6,43.7,Partly Cloudy,0,0,0,Summer,1,43,High,3.6,SouthIndian,Medium,Available,89.2,None,81,22,Low,26.2,63.3,No,Outdoor,Overloaded
Monday,10,0,Rainy,27.4,45.5,Partly Cloudy,1,0,0,Summer,0,38,Medium,3.7,FastFood,Low,Available,105.3,Office,175,60,Low,28.9,47.8,Yes,Booth,Comfortable
Saturday,18,1,Normal,20.9,53.3,Cloudy,0,0,0,Monsoon,0,35,Medium,4.6,SouthIndian,Medium,Available,191.0,Office,168,42,Medium,24.2,53.1,No,Indoor,Moderate
Wednesday,9,0,Normal,35.0,67.8,Sunny,0,0,0,Summer,1,21,Medium,4.3,Italian,Low,Available,161.0,Cinema,176,48,Medium,24.0,44.8,Yes,Booth,Moderate
Friday,22,0,Rainy,30.7,56.0,Sunny,1,0,0,Winter,1,47,High,3.8,FastFood,Low,Available,131.6,Cinema,106,11,Low,22.8,35.9,Yes,Booth,Overloaded
Wednesday,18,0,Normal,21.4,31.0,Partly Cloudy,0,0,0,Summer,0,36,Medium,4.3,SouthIndian,Medium,Available,68.2,Cinema,91,37,Low,22.1,64.5,No,Booth,Moderate
Saturday,18,1,Overcast,33.8,70.4,Overcast,1,0,0,Summer,0,51,High,4.8,Italian,High,Limited,124.0,Office,150,18,Low,29.2,67.0,Yes,Booth,Overloaded
Sunday,8,1,Normal,33.5,62.1,Overcast,0,0,0,Summer,0,25,Medium,4.4,Cafe,Low,Full,19.7,Mall,124,25,Medium,26.6,53.4,Yes,Window,Noisy
Monday,12,0,Normal,27.8,68.5,Cloudy,0,0,0,Monsoon,1,25,Medium,4.9,Cafe,Low,Available,197.9,Office,113,60,Low,23.0,38.8,No,Indoor,Moderate
Saturday,20,1,Normal,30.5,67.1,Cloudy,0,0,0,Summer,1,43,High,4.4,SouthIndian,Medium,Available,50.5,Park,55,33,High,27.5,61.6,Yes,Outdoor,Noisy
Wednesday,15,0,Hot,25.6,75.4,Partly Cloudy,0,0,0,Monsoon,0,26,Medium,3.9,FastFood,Medium,Limited,135.6,School,196,26,High,22.9,33.6,No,Window,Noisy
Friday,8,0,Normal,34.6,65.1,Sunny,0,1,0,Summer,0,22,Medium,4.4,FastFood,Low,Full,64.6,School,135,35,High,25.8,63.2,No,Window,Noisy
Wednesday,17,0,Normal,21.3,72.1,Overcast,0,0,0,Monsoon,0,30,Medium,4.8,Cafe,High,Limited,32.0,School,116,34,Medium,22.3,42.5,No,Booth,Noisy
Saturday,13,1,Cloudy,21.4,34.4,Overcast,0,1,0,Winter,0,36,Medium,3.8,Italian,Low,Available,54.6,Park,114,60,Low,24.6,50.2,No,Outdoor,Moderate
Thursday,19,0,Hot,22.0,85.7,Overcast,0,0,1,Winter,0,40,High,3.8,Bakery,High,Available,198.0,Mall,197,18,Low,29.2,60.0,Yes,Outdoor,Overloaded
Wednesday,10,0,Normal,32.3,36.4,Overcast,0,0,0,Monsoon,0,22,Medium,4.2,FastFood,Medium,Limited,116.5,Mall,177,50,High,26.1,60.2,No,Indoor,Moderate
Thursday,9,0,Normal,21.1,77.2,Partly Cloudy,1,0,0,Monsoon,0,22,Medium,4.2,FastFood,High,Available,72.4,School,79,21,Medium,23.5,48.6,Yes,Window,Overloaded
Saturday,22,1,Rainy,28.5,48.1,Overcast,0,0,0,Monsoon,1,54,High,3.8,Chinese,Low,Available,113.6,Mall,96,59,High,27.0,60.0,Yes,Outdoor,Overloaded
Wednesday,12,0,Normal,26.5,35.2,Sunny,0,0,0,Summer,1,30,Medium,4.2,SouthIndian,Medium,Available,48.0,None,164,36,High,28.3,60.8,Yes,Booth,Moderate
Friday,13,0,Overcast,34.5,75.9,Overcast,0,0,0,Winter,0,36,Medium,3.7,Italian,Low,Available,140.2,None,199,31,Low,25.0,56.8,No,Outdoor,Noisy
Tuesday,19,0,Hot,23.6,56.3,Cloudy,1,0,0,Summer,1,43,High,4.5,SouthIndian,High,Available,25.1,None,162,54,Low,25.8,37.8,No,Outdoor,Overloaded
Tuesday,14,0,Overcast,23.9,53.7,Sunny,0,0,0,Monsoon,0,33,Medium,3.6,Bakery,Low,Full,132.9,School,50,28,High,26.7,56.9,No,Booth,Noisy
Thursday,10,0,Hot,24.7,69.6,Overcast,1,1,0,Monsoon,1,28,Medium,4.3,FastFood,Low,Full,189.8,Office,97,13,Medium,28.9,30.8,Yes,Outdoor,Noisy
Saturday,11,1,Normal,32.0,58.4,Partly Cloudy,0,0,0,Summer,0,26,Medium,4.6,SouthIndian,Medium,Full,13.9,Cinema,196,16,High,23.0,59.8,Yes,Indoor,Noisy
Thursday,10,0,Normal,30.5,62.0,Partly Cloudy,0,0,0,Summer,0,21,Medium,3.8,Italian,Medium,Available,34.7,Cinema,94,35,High,24.0,34.9,Yes,Booth,Moderate
Saturday,20,1,Hot,31.0,38.2,Overcast,0,0,0,Monsoon,0,41,High,4.2,Bakery,Low,Limited,152.4,Park,162,50,Low,22.3,39.6,No,Booth,Noisy
Saturday,16,1,Normal,24.8,53.5,Cloudy,0,0,0,Winter,0,40,High,4.2,Bakery,Low,Full,59.1,None,67,31,High,24.2,53.4,No,Booth,Overloaded
Tuesday,22,0,Normal,24.1,77.8,Partly Cloudy,0,0,0,Monsoon,0,42,High,4.4,Bakery,Medium,Limited,134.9,Mall,91,48,Medium,25.5,30.4,Yes,Indoor,Overloaded
Friday,13,0,Normal,21.1,62.7,Sunny,0,0,0,Winter,0,30,Medium,4.6,Chinese,High,Limited,137.6,School,64,48,Medium,24.4,68.3,No,Booth,Noisy
Friday,16,0,Normal,23.0,87.6,Cloudy,0,0,0,Monsoon,0,33,Medium,3.6,Cafe,Low,Full,89.0,None,134,32,Low,29.4,51.3,No,Booth,Overloaded
Wednesday,16,0,Normal,31.7,38.6,Partly Cloudy,0,0,0,Summer,0,27,Medium,4.5,Chinese,Low,Available,182.1,Mall,113,24,Medium,23.2,64.1,No,Outdoor,Moderate
Thursday,22,0,Rainy,28.8,70.6,Cloudy,0,0,1,Monsoon,0,54,High,4.4,Chinese,Medium,Available,48.8,School,169,13,High,26.9,69.4,Yes,Outdoor,Overloaded
Friday,12,0,Cloudy,22.3,84.9,Partly Cloudy,0,0,0,Monsoon,0,24,Medium,4.4,Chinese,Low,Limited,41.1,Office,184,10,High,26.5,42.3,No,Window,Noisy
Sunday,21,1,Rainy,22.5,77.7,Partly Cloudy,0,0,0,Monsoon,0,49,High,3.9,Chinese,Low,Available,28.5,Park,177,54,Medium,28.6,55.9,Yes,Booth,Overloaded
Monday,10,0,Normal,27.0,73.8,Cloudy,0,0,1,Summer,1,30,Medium,4.0,Bakery,Low,Limited,187.0,Park,78,53,Low,23.1,42.6,Yes,Outdoor,Moderate
Wednesday,12,0,Rainy,26.1,52.4,Overcast,0,0,0,Summer,0,26,Medium,4.3,Italian,Low,Limited,68.8,Park,104,37,Low,27.9,34.9,Yes,Outdoor,Moderate
Wednesday,22,0,Rainy,28.0,87.0,Overcast,0,0,0,Winter,0,42,High,4.9,Italian,Medium,Available,113.0,Park,175,20,Medium,24.8,58.9,No,Outdoor,Overloaded
Tuesday,21,0,Normal,34.5,63.2,Cloudy,0,0,1,Monsoon,0,46,High,4.8,Italian,Medium,Available,114.2,None,133,21,Medium,23.1,31.7,No,Window,Noisy
Thursday,15,0,Rainy,23.1,63.3,Partly Cloudy,0,0,0,Winter,1,30,Medium,4.8,SouthIndian,Low,Available,23.0,Mall,85,17,Low,22.9,32.4,No,Booth,Moderate
Sunday,20,1,Rainy,24.6,37.4,Partly Cloudy,0,0,1,Monsoon,0,51,High,4.8,FastFood,Medium,Available,196.7,Cinema,198,21,Low,27.9,51.2,No,Booth,Overloaded
Friday,12,0,Rainy,24.0,30.3,Partly Cloudy,0,1,0,Summer,1,37,Medium,4.5,SouthIndian,Medium,Limited,175.9,None,192,19,Low,25.7,63.1,Yes,Booth,Moderate
Friday,19,0,Normal,21.8,65.8,Partly Cloudy,1,0,0,Monsoon,0,39,Medium,4.2,SouthIndian,Low,Available,172.1,Mall,182,28,Medium,28.9,61.9,No,Booth,Moderate
Saturday,21,1,Normal,22.4,62.2,Partly Cloudy,1,0,1,Summer,0,49,High,4.4,SouthIndian,Medium,Available,10.6,Mall,112,21,Medium,28.9,64.2,Yes,Booth,Noisy
Wednesday,13,0,Hot,30.3,86.8,Overcast,1,0,0,Monsoon,0,36,Medium,4.4,Bakery,Medium,Available,55.5,None,83,58,High,26.2,58.7,No,Outdoor,Noisy
Thursday,20,0,Normal,32.4,48.3,Partly Cloudy,0,1,0,Summer,0,42,High,4.3,SouthIndian,Medium,Available,157.9,Office,88,38,High,26.8,31.7,Yes,Window,Noisy
Thursday,9,0,Hot,30.5,74.9,Cloudy,1,0,0,Winter,0,25,Medium,3.9,FastFood,High,Available,160.9,Park,57,37,Low,23.5,43.1,No,Booth,Noisy
Thursday,15,0,Normal,20.6,84.2,Partly Cloudy,0,0,0,Monsoon,1,27,Medium,3.8,FastFood,High,Available,189.4,Mall,75,40,High,26.7,65.2,No,Indoor,Overloaded
Saturday,9,1,Rainy,32.5,50.6,Partly Cloudy,0,0,0,Winter,0,29,Medium,4.9,SouthIndian,Medium,Available,193.4,Mall,84,54,Low,27.0,42.0,No,Window,Moderate
Tuesday,10,0,Cloudy,24.9,54.8,Overcast,1,0,0,Winter,1,31,Medium,4.8,Bakery,Medium,Available,31.5,Office,143,52,Medium,28.7,58.6,No,Indoor,Moderate
Friday,20,0,Normal,21.4,68.8,Sunny,0,0,0,Monsoon,1,43,High,4.6,Cafe,High,Limited,95.7,Mall,151,40,High,29.7,38.3,Yes,Outdoor,Overloaded
Thursday,11,0,Cloudy,23.7,60.8,Sunny,1,0,0,Winter,0,30,Medium,4.1,Italian,Medium,Limited,33.1,Cinema,63,29,Medium,26.4,32.8,Yes,Window,Moderate
Sunday,21,1,Cloudy,25.3,39.7,Partly Cloudy,0,0,0,Monsoon,0,39,Medium,4.2,Bakery,Low,Full,155.5,Office,190,35,High,25.4,43.7,No,Outdoor,Noisy
Sunday,18,1,Normal,27.7,43.2,Overcast,0,0,0,Summer,0,37,Medium,3.9,SouthIndian,Low,Limited,158.1,School,98,18,Low,28.4,57.9,No,Indoor,Moderate
Saturday,19,1,Normal,30.2,80.1,Partly Cloudy,0,1,0,Winter,0,41,High,4.1,Chinese,High,Limited,98.4,Park,94,58,Low,29.4,61.5,Yes,Window,Overloaded
Tuesday,18,0,Overcast,23.9,41.7,Sunny,0,0,0,Summer,1,40,High,3.8,FastFood,High,Limited,33.2,Park,59,30,High,26.9,49.8,Yes,Outdoor,Overloaded
Saturday,14,1,Normal,34.9,40.9,Overcast,1,0,0,Winter,0,34,Medium,4.9,Chinese,Low,Available,136.9,Cinema,61,49,Medium,29.6,45.2,No,Indoor,Moderate
Monday,21,0,Rainy,20.5,78.0,Cloudy,0,0,0,Summer,0,47,High,4.5,Cafe,Low,Available,62.9,Mall,117,14,High,24.1,46.1,Yes,Window,Overloaded
Wednesday,20,0,Cloudy,26.1,81.1,Cloudy,0,0,1,Summer,0,47,High,4.0,SouthIndian,High,Limited,25.8,Mall,191,34,Medium,24.9,66.6,Yes,Outdoor,Overloaded
Friday,16,0,Normal,26.8,81.1,Overcast,0,0,0,Summer,1,35,Medium,4.1,Italian,Low,Full,159.9,Park,175,11,Medium,24.4,33.2,No,Outdoor,Overloaded
Saturday,13,1,Rainy,31.2,85.9,Cloudy,1,0,0,Summer,1,40,High,3.7,Chinese,High,Available,77.1,Office,169,16,Medium,24.1,57.6,Yes,Indoor,Overloaded
Saturday,9,1,Rainy,23.7,89.7,Overcast,0,0,0,Summer,1,26,Medium,4.8,SouthIndian,High,Limited,83.7,None,182,15,Low,24.6,50.4,No,Outdoor,Overloaded
Friday,20,0,Hot,26.9,57.7,Partly Cloudy,0,1,0,Summer,0,47,High,4.8,SouthIndian,Low,Limited,46.0,Park,178,21,High,25.1,54.0,No,Outdoor,Noisy
Wednesday,14,0,Cloudy,32.1,63.0,Partly Cloudy,0,0,0,Winter,0,28,Medium,4.8,SouthIndian,Medium,Full,189.5,Mall,179,27,Low,22.7,52.7,No,Booth,Noisy
Monday,8,0,Cloudy,22.1,47.4,Sunny,0,0,0,Monsoon,0,16,Low,4.4,FastFood,Low,Available,147.8,School,195,55,Medium,23.8,38.4,Yes,Indoor,Calm
